LocationID,Latitude,Longitude
CIW,12.699042,-61.342431
CIX,-6.787475,-79.828097
CIY,37,14.6144
CIZ,-4.085,-63.140833
CJA,-7.139183,-78.4894
CJB,11.030031,77.043383
CJC,-22.498175,-68.903575
CJJ,36.7166,127.499119
CJL,35.886592,71.800578
CJM,10.7112,99.361706
CJS,31.636133,-106.428667
CJU,33.511306,126.493028
CKB,39.2966,-80.2281
CKC,49.416666,32.1333
CKD,61.867778,-158.135
CKF,31.9888333,-83.7739167
CKG,29.719217,106.641678
CKH,70.6231,147.902
CKL,55.878333,38.061667
CKS,-6.11781,-50.0035
CKV,36.621944,-87.415
CKY,9.576889,-13.611961
CKZ,40.137722,26.426777
CLC,29.5569,-95.137497
CLD,33.0742,-117.1648
CLE,41.411689,-81.849794
CLJ,46.785167,23.686167
CLL,30.588583,-96.363833
CLM,48.1202,-123.5
CLN,-7.320444,-47.458667
CLO,3.543222,-76.381583
CLQ,19.277011,-103.577397
CLS,46.4062,-122.5897
CLT,35.214,-80.943139
CLTN,43.048889,-75.380278
CLV,-17.7267,-48.6114
CLW,27.9764722,-82.7586667
CLY,42.530753,8.793189
CMA,-28.03,145.622
CMB,7.180756,79.884117
CME,18.653739,-91.799017
CMF,45.63805,5.880225
CMG,-19.011931,-57.673053
CMH,39.997972,-82.891889
CMI,40.03925,-88.278056
CMJ,23.266667,119.666667
CMK,-14.3069,35.1325
CMN,33.367467,-7.589967
CMP,-9.505,-50.625
CMR,48.109853,7.359011
CMU,-6.02429,144.971
CMW,21.420428,-77.847433
CMX,47.1684,-88.4891
CNB,-30.9833,148.376
CNC,-10.05,143.07
CND,44.362222,28.488333
CNF,-19.63375,-43.968856
CNG,45.658333,-0.3175
CNI,39.266389,122.666944
CNJ,-20.6686,140.504
CNL,57.503525,10.229372
CNM,32.337472,-104.263278
CNN,56.9139,124.914
CNP,70.7433,-22.6606
CNQ,-27.445503,-58.761864
CNS,-16.885833,145.755278
CNW,31.637831,-97.074139
CNX,18.766847,98.962644
CNY,38.755,-109.754722
COC,-31.296944,-57.996631
COD,44.520194,-109.023806
COE,47.7743056,-116.8195833
COF,28.234922,-80.610125
COG,5.071667,-76.676389
COH,26.330508,89.467203
COI,28.3416111,-80.6854722
COJ,-31.337221,149.27194
COK,10.155556,76.391389
COL,56.633333,-6.557222
CON,43.20267,-71.50233
COO,6.357228,2.384353
COQ,48.1357,114.646
COR,-31.323619,-64.207953
COS,38.805805,-104.700778
COT,28.456694,-99.220294
COU,38.818094,-92.219631
COX,24.158933,-77.589758
COZ,18.907626,-70.719852
CPA,4.37902,-7.69695
CPB,8.616667,-77.333333
CPC,-40.075383,-71.137294
CPD,-29.04,134.721
CPE,19.816794,-90.500314
CPH,55.617917,12.655972
CPO,-27,-70
CPQ,-22.8592,-47.1082
CPR,42.908,-106.464417
CPS,38.5707244,-90.1562211
CPT,-33.964806,18.601667
CPV,-7.269917,-35.896364
CPX,18.3127,-65.3034
CQD,32.2972,50.8422
CQF,50.962097,1.954764
CQM,38.856389,-3.97
CRA,44.318139,23.888611
CRC,4.758181,-75.955753
CRD,-45.785347,-67.465508
CRDB,37.888573,-4.789177
CRE,33.81175,-78.7239444
CRI,22.745561,-74.182353
CRK,15.185833,120.560278
CRL,50.459197,4.453817
CRM,12.502417,124.635778
CRP,27.770361,-97.501222
CRQ,-17.652283,-39.253069
CRU,12.4761,-61.4728
CRV,38.997225,17.080169
CRW,38.373147,-81.593189
CRZ,39.083333,63.602222
CSA,56.0575,-6.243056
CSB,45.42,22.253333
CSC,10.414,-85.0917
CSF,49.253547,2.519139
CSG,32.5163333,-84.9388611
CSH,65.03,35.7333
CSK,12.4102,-16.746125
CSO,51.855833,11.418333
CSX,28.189158,113.219633
CSY,56.0903,47.3473
CTA,37.466781,15.0664
CTB,48.608353,-112.376144
CTC,-28.593214,-65.750925
CTD,7.98784,-80.4097
CTG,10.442381,-75.512961
CTH,39.9789,-75.8654
CTJ,33.6316964,-85.1522641
CTL,-26.413334,146.2625
CTM,18.504667,-88.326847
CTN,-15.4447,145.184
CTS,42.7752,141.692283
CTT,43.252506,5.785189
CTU,30.578528,103.947086
CTY,29.6355278,-83.10475
CUA,25.0538,-111.615
CUC,7.927567,-72.511547
CUE,-2.889467,-78.984397
CUF,44.547019,7.623217
CUK,17.7347,-88.0325
CUL,24.764547,-107.474717
CUM,10.450333,-64.130472
CUN,21.036528,-86.877083
CUP,10.660014,-63.261681
CUQ,-13.7608,143.114
CUR,12.188853,-68.959803
CUU,28.702875,-105.964567
CUZ,-13.535722,-71.938781
CVF,45.3967,6.63472
CVG,39.048836,-84.667822
CVI,-46.4333,-67.5333
CVJ,18.834764,-99.2613
CVM,23.703336,-98.956486
CVN,34.425139,-103.079278
CVO,44.5067,-123.2915
CVQ,-24.8806,113.672
CVS,34.382775,-103.322147
CVT,52.369722,-1.479722
CVU,39.6715,-31.1136
CVX,45.3047778,-85.2753333
CWA,44.772726,-89.646635
CWB,-25.528475,-49.175775
CWC,48.259322,25.980831
CWI,41.83075,-90.3289722
CWL,51.396667,-3.343333
CWT,34.256944,-118.598889
CXB,21.452194,91.963889
CXF,67.251389,-150.176111
CXH,49.289722,-123.115833
CXI,1.986161,-157.349778
CXJ,-29.197064,-51.187536
CXL,32.669502,-115.51333
CXO,30.351833,-95.414467
CXP,-7.645056,109.033911
CXR,11.998153,109.219372
CXY,40.2171389,-76.8513611
CYB,19.686981,-79.882789
CYC,17.683611,-88.045
CYF,60.149167,-164.285556
CYI,23.461779,120.39283
CYM,57.515,-134.946111
CYO,21.616453,-81.545989
CYP,12.072706,124.545092
CYR,-34.4564,-57.7706
CYS,41.155722,-104.811839
CYT,60.081901,-142.493611
CYU,10.8581,121.069
CYW,20.545994,-100.88655
CYX,68.7406,161.338
CYZ,16.929861,121.753036
CZE,11.414867,-69.681656
CZF,61.780297,-166.038747
CZG,42.0471,-76.0578
CZH,18.3822,-88.4119
CZL,36.276028,6.620386
CZM,20.522403,-86.925644
CZN,62.071111,-142.048333
CZS,-7.599906,-72.769489
CZU,9.332742,-75.285594
CZW,50.884722,19.202222
CZX,31.941667,119.711667
ИКУ,42.3527,76.4278
DAB,29.179917,-81.058056
DAC,23.843333,90.397781
DAD,16.043917,108.19937
DAL,32.847111,-96.851778
DAM,33.410636,36.514267
DAQ,46.583333,125
DAR,-6.878111,39.202625
DAT,40.0603,113.482
DAU,-9.08676,143.208
DAV,8.391003,-82.434992
DAW,43.2840556,-70.9292778
DAX,31.3,107.5
DAY,39.902375,-84.219375
DBA,28.8783,64.3998
DBB,30.15,28.0833
DBD,23.834044,86.425261
DBM,10.316667,37.733333
DBN,32.3388,-82.591
DBO,-32.216667,148.574722
DBQ,42.402,-90.709472
DBT,11.966667,38
DBV,42.561353,18.268244
DCA,38.852083,-77.037722
DCF,15.336719,-61.392211
DCI,39.354222,8.972481
DCM,43.55625,2.289183
DCY,29.3231,100.0533
DDC,37.7634,-99.9656
DDG,40.0255,124.2866
DEA,29.961011,70.485925
DEB,47.488917,21.615333
DEC,39.834564,-88.865689
DED,30.189689,78.180256
DEE,43.5739,145.4107
DEL,28.5665,77.103088
DEM,8.554,34.858
DEN,39.861656,-104.673178
DES,-5.696697,53.655844
DET,42.409195,-83.009861
DEZ,35.285374,40.175961
DFW,32.896828,-97.037997
DGA,16.966667,-88.216667
DGE,-32.5625,149.611
DGL,31.3426028,-109.5064544
DGO,24.124194,-104.528014
DGT,9.333714,123.300472
DHA,26.265417,50.152027
DHB,48.618397,-123.00596
DHG,3.5939,72.8834
DHI,28.753333,80.581944
DHM,32.1651,76.2634
DHN,31.321339,-85.449628
DHR,52.923353,4.780625
DHT,36.022586,-102.547278
DIB,27.4839,95.0169
DIE,-12.3494,49.291747
DIG,27.7936,99.6772
DIJ,47.26889,5.09
DIK,46.7975,-102.801944
DIL,-8.546553,125.524719
DIN,21.397481,103.007831
DIR,9.6247,41.854203
DIS,-4.2,12.7
DIU,20.7131,70.9211
DIW,5.966667,80.683333
DIY,37.893897,40.201019
DJB,-1.638017,103.644378
DJE,33.875031,10.775461
DJG,24.292767,9.452444
DJJ,-2.576953,140.516372
DJO,6.792808,-6.473189
DKB,41.9338342,-88.7056864
DKI,-17.939722,146.141944
DKK,42.4933353,-79.2720417
DKR,14.739708,-17.490225
DKS,73.517807,80.379669
DKX,35.9638333,-83.8736667
DLA,4.006081,9.719481
DLC,38.965667,121.5386
DLE,47.039014,5.42725
DLF,29.359486,-100.777975
DLG,59.044667,-158.5055
DLH,46.842091,-92.193649
DLI,11.75,108.367
DLL,43.5217843,-89.7709266
DLM,36.713056,28.7925
DLU,25.649444,100.319444
DLY,-18.7694,169.001
DLZ,43.5917,104.43
DMA,32.166467,-110.883144
DMB,42.853611,71.303611
DMD,-17.9403,138.822
DME,55.408611,37.906111
DMK,13.912583,100.60675
DMM,26.471161,49.79789
DMT,-14.408889,-56.445833
DMU,25.8839,93.7711
DNA,26.355612,127.767633
DND,56.452499,-3.025833
DNH,40.094,94.4818
DNK,48.357222,35.100556
DNL,33.4665028,-82.0393808
DNN,34.7229444,-84.87025
DNP,28.111111,82.294167
DNR,48.587683,-2.079958
DNV,40.1996944,-87.5955278
DNZ,37.785567,29.701297
DOD,-6.170436,35.752578
DOE,4.016667,-55.483333
DOG,19.153867,30.430094
DOH,25.261125,51.565056
DOK,48.073611,37.739722
DOL,49.365339,0.154306
DOM,15.547028,-61.3
DOP,28.985718,82.819145
DOU,-22.220833,-54.805833
DOV,39.129539,-75.465958
DOY,37.2716,118.2819
DPA,41.907778,-88.248611
DPL,8.601261,123.334481
DPO,-41.1697,146.43
DPS,-8.748169,115.167172
DQH,31.4767385,-82.8605664
DRB,-17.39,123.68
DRG,66.0696,-162.766
DRI,30.831722,-93.339917
DRJ,4.11667,-54.66667
DRK,8.71889,-83.6417
DRM,46.0093114,-83.7439342
DRO,37.151516,-107.75377
DRS,51.132767,13.767161
DRT,29.374208,-100.927158
DRW,-12.4083333,130.87266
DSA,53.474722,-1.004444
DSD,16.2969,-61.0844
DSE,11.0825,39.7114
DSK,31.909422,70.896639
DSM,41.533972,-93.663083
DSN,39.85,110.033
DSO,39.747333,127.474611
DTA,39.3806386,-112.5077147
DTD,0.717,116.483
DTI,-18.231944,-43.650278
DTM,51.518314,7.612242
DTS,30.4000611,-86.4714772
DTW,42.212444,-83.353389
DUB,53.421333,-6.270075
DUC,34.4713056,-97.9598611
DUD,-45.928055,170.198333
DUE,-7.40089,20.8185
DUG,31.469028,-109.603667
DUH,-33.606967,22.188978
DUJ,41.1783,-78.8987
DUM,1.609194,101.433558
DUR,-29.970089,30.950519
DUS,51.289453,6.766775
DUT,53.900139,-166.5435
DUU,-3.0243398,34.9845059
DVA,45.5153,22.5813
DVD,-22.111111,43.270556
DVL,48.114444,-98.908611
DVO,7.125522,125.645778
DVT,33.4117,112.457
DWA,38.5793889,-121.8569444
DWB,-16.083,45.367
DWC,24.55056,55.103174
DWD,24.5,44.4
DWH,30.063746,-95.554276
DWS,28.398,-81.57
DXB,25.252778,55.364444
DXR,41.3715353,-73.4821906
DYG,29.1028,110.443
DYR,64.73495,177.741483
DYS,32.420756,-99.8546
DYU,38.543333,68.825
DZA,-12.804722,45.281113
DZM,46.4643,23.4258
DZN,47.708333,67.733333
E25,33.96889877,-112.7990036
E51,34.5958528,-113.170195
E55,38.8016111,-123.5306389
E63,32.960169,-112.673636
E91,36.1108806,-109.5754222
EAA,64.778056,-141.149722
EAE,-17.0903,168.343
EAL,9.083333,167.333333
EAM,17.611436,44.419169
EAP,47.589583,7.529914
EAR,40.727,-99.0068
EAS,43.356519,-1.790611
EAT,47.398,-120.206
EAU,44.8658,-91.4843
EBA,42.760277,10.239445
EBB,0.042386,32.443503
EBD,13.153219,30.232675
EBE,47.824,10.623
EBG,7.596389,-74.808889
EBJ,55.525942,8.553403
EBL,36.237611,43.963158
EBM,31.704281,9.254619
EBO,51.478506,7.222781
EBU,45.540554,4.296389
ECA,44.311,-83.422
ECG,36.260581,-76.174572
ECN,35.1547,33.4961
ECP,30.3417,-85.7973
EDF,61.250986,-149.806503
EDI,55.95,-3.3725
EDL,0.404458,35.238928
EDM,46.701944,-1.378625
EDO,39.5546,27.0138
EDR,-14.8967,141.609
EDW,34.905417,-117.883739
EEK,60.213611,-162.043889
EEN,72.270833,42.898333
EET,33.1777778,-86.7832222
EFD,29.607333,-95.15875
EFL,38.120069,20.500481
EGA,39.6427611,-106.9159347
EGC,44.825279,0.518611
EGE,39.642556,-106.917694
EGM,-8.57889,157.876
EGN,13.4817,22.4672
EGO,50.6438,36.5901
EGR,31.068975,34.129194
EGS,65.283333,-14.401389
EGT,37.39411,-97.423225
EGV,45.932333,-89.268283
EGX,58.185556,-157.375556
EHL,-41.943189,-71.532289
EHM,58.646428,-162.062778
EIA,-8.199999809,147.8500061
EIE,58.4742,92.1125
EIL,64.665667,-147.1015
EIN,51.450139,5.374528
EIS,18.444834,-64.542975
EJA,7.024331,-73.8068
EJH,26.198553,36.476381
EJT,6.040278,171.984444
EKI,41.719444,-86.003333
EKN,38.889444,-79.857139
EKO,40.8249,-115.792
EKY,33.1876,-86.5558
ELA,19.6235,96.201028
ELC,-12.0194,135.571
ELD,33.220972,-92.813278
ELE,8.133,-77.7
ELF,13.614892,25.32465
ELG,30.571294,2.859586
ELH,25.474861,-76.683489
ELI,64.615,-162.270556
ELL,-23.666667,27.75
ELM,42.159889,-76.891611
ELP,31.80725,-106.377583
ELQ,26.302822,43.773911
ELS,-33.035569,27.825939
ELT,28.209028,33.645517
ELU,33.5114,6.77679
ELV,58.195278,-136.3475
ELX,-49.328889,-72.93
ELY,39.299722,-114.841944
EMA,52.831111,-1.328056
EMD,-23.5675,148.179167
EME,53.391186,7.227408
EMK,62.786111,-164.490833
EMN,16.622,-7.316567
EMP,38.3321,-96.1912
ENA,60.573111,-151.245
ENC,48.692069,6.230458
END,36.339167,-97.9165
ENE,-8.849294,121.660644
ENF,68.362586,23.424322
ENH,30.3203,109.485
ENI,11.202,119.417
ENK,54.398889,-7.651667
ENS,52.27,6.874167
ENT,11.34075,162.327861
ENU,6.474272,7.561961
ENV,40.718694,-114.030889
ENW,42.5956944,-87.9278056
ENY,36.6369,109.554
EOH,6.219958,-75.590519
EOI,59.1906,-2.77222
EOK,40.4599078,-91.4285011
EPL,48.324961,6.069983
EPM,44.9101111,-67.0126944
EPR,-33.6844,121.823
EPS,19.198586,-69.429772
EPU,58.419044,24.472819
EQS,-42.90795,-71.139472
EQY,35.01833,-80.62001
ERC,39.710203,39.527003
ERF,50.979811,10.958106
ERH,31.9475,-4.398333
ERI,42.082022,-80.176217
ERM,-27.6619,-52.2683
ERN,-6.639444,-69.879722
ERS,-22.6122,17.0804
ERV,29.9766667,-99.0854722
ERY,46.311199,-85.457298
ERZ,39.956501,41.170166
ESB,40.128082,32.995083
ESC,45.722778,-87.093611
ESD,48.708056,-122.910556
ESE,31.795281,-116.602772
ESF,31.394903,-92.295772
ESH,50.835556,-0.297222
ESK,39.784138,30.582111
ESL,46.3739,44.3309
ESM,0.978519,-79.6266
ESN,38.8041667,-76.069
ESR,-26.3111,-69.7652
ESS,51.402333,6.937333
ESU,31.3975,-9.681667
ESX,51.451389,7.0138
ETH,29.561281,34.960081
ETZ,48.982142,6.251319
EUA,-21.3783,-174.958
EUF,31.5708,-85.0774
EUG,44.124583,-123.211972
EUM,54.079069,9.941719
EUN,27.1517,-13.2192
EUX,17.496492,-62.979439
EVE,68.4913,16.678108
EVG,62.047811,14.42295
EVN,40.147275,44.395881
EVV,38.036997,-87.532364
EVW,41.1649,-111.0208
EWB,41.6761,-70.9569
EWD,20.504275,45.199556
EWK,38.0570785,-97.2752278
EWN,35.072972,-77.042944
EWR,40.6925,-74.168667
EXI,58.420556,-135.449167
EXM,-21.933,114.128
EXT,50.734444,-3.413889
EYK,63.683056,66.683056
EYP,5.319114,-72.383975
EYW,24.556111,-81.759556
EZE,-34.822222,-58.535833
EZS,38.606925,39.291417
F57,28.0575,-81.7628056
FAA,10.035467,-10.769825
FAB,51.275833,-0.776333
FAE,62.063628,-7.277219
FAF,37.1325,-76.608841
FAI,64.815114,-147.856267
FAJ,18.308889,-65.661861
FAN,58.099486,6.62605
FAO,37.014425,-7.965911
FAR,46.92065,-96.8157639
FAT,36.776194,-119.71814
FAV,-16.05415,-145.656994
FAY,34.9912,-78.8803
FBA,-2.5325,-66.083333
FBD,37.1211,70.5181
FBE,-26.059167,-53.063333
FBG,38.298416,-77.456875
FBK,64.8375,-147.614444
FBM,-11.591333,27.530889
FBR,41.236,-110.2436
FBS,48.537222,-123.009722
FBU,59.883333,10.616667
FCA,48.310472,-114.256
FCM,44.4938,-93.2726
FCO,41.804475,12.250797
FCS,38.678394,-104.756581
FDE,61.392,5.763
FDF,14.591033,-61.003175
FDFM,14.602932,-61.070873
FDH,47.671317,9.511486
FDU,-3.311319,17.381683
FDW,34.315472,-81.108806
FDY,41.0120278,-83.6686111
FEG,40.3588,71.745
FEL,48.205667,11.267
FEN,-3.854928,-32.423336
FEZ,33.927261,-4.977958
FFA,36.02,-75.67
FFC,33.35725,-84.5718333
FFD,51.682167,-1.790028
FFO,39.826111,-84.048332
FFT,38.1819722,-84.9061389
FFZ,33.46080017,-111.7279968
FGI,-13.84861111,-171.7408333
FGL,-43.4,170.033
FGRS,42.265065,2.968822
FHU,31.588472,-110.344389
FIE,59.5358,-1.62806
FIG,10.350556,-13.569167
FIH,-4.38575,15.444569
FIT,42.5541111,-71.7589722
FIZ,-18.178,125.591
FJR,25.112225,56.323964
FKB,48.7793,8.08048
FKI,0.5175,25.155014
FKL,41.377874,-79.860362
FKQ,-2.920192,132.267031
FKS,37.2274,140.431
FLA,1.589189,-75.564372
FLD,43.7711667,-88.4884167
FLF,54.771772,9.378214
FLG,35.140318,-111.6692392
FLL,26.072583,-80.15275
FLN,-27.670489,-48.547181
FLO,34.185361,-79.723889
FLR,43.809953,11.2051
FLS,-40.0917,147.993
FLV,39.368332,-94.914686
FLW,39.455272,-31.131361
FMA,-26.212722,-58.228111
FME,39.085386,-76.759414
FMH,41.658439,-70.521417
FMI,-5.875556,29.25
FMM,47.988758,10.2395
FMN,36.74125,-108.229944
FMO,52.134642,7.684831
FMY,26.586611,-81.86325
FNA,8.616444,-13.195489
FNC,32.697889,-16.774453
FNE,-8.55,147.083
FNI,43.757444,4.416347
FNJ,39.224061,125.67015
FNL,40.451828,-105.011336
FNR,58.254444,-134.897778
FNT,42.965424,-83.743629
FNU,39.895,8.6383
FOA,60.121,-2.052
FOC,25.935064,119.663272
FOD,42.5512,-94.191842
FOE,38.950944,-95.663611
FOG,41.432917,15.535028
FOK,40.843656,-72.631789
FOM,5.636919,10.750817
FON,10.478,-84.6345
FOR,-3.776283,-38.532556
FPO,26.558686,-78.695553
FRA,50.026421,8.543125
FRC,-20.538611,-47.400833
FRD,48.521944,-123.024444
FRE,-8.1075,159.577
FRI,39.055275,-96.764453
FRID,48.535673,-123.014044
FRJ,43.416667,6.733333
FRL,44.194753,12.070094
FRN,61.266381,-149.653119
FRO,61.583611,5.024722
FRP,27.497472,-80.372638
FRS,16.913819,-89.866383
FRU,43.061306,74.477556
FRW,-21.159597,27.474525
FSC,41.500557,9.097777
FSD,43.582014,-96.741914
FSI,34.649833,-98.402167
FSM,35.336583,-94.367444
FSP,46.762904,-56.173088
FST,30.915667,-102.916139
FSZ,34.796111,138.189444
FTA,-19.5164,170.232
FTE,-50.280322,-72.053103
FTI,-14.216111,-169.423611
FTK,37.907058,-85.972106
FTLD,26.087679,-80.115942
FTU,-25.038056,46.956111
FTW,32.819778,-97.362444
FTX,-0.53135,15.950094
FTY,33.7791,-84.5214
FUE,28.452717,-13.863761
FUG,32.9,115.816667
FUJ,32.666269,128.832808
FUK,33.585942,130.450686
FUL,33.521925,-117.584722
FUN,-8.525,179.196389
FUO,23.133333,113.28333
FUS,47.585,10.6866
FUT,-14.3114,-178.066
FUX,47.585,10.6866
FWA,40.978472,-85.195139
FWM,56.816666,-5.116667
FXE,26.197281,-80.170706
FXO,-14.8175,36.528333
FYT,17.917053,19.111078
FYU,66.571492,-145.250417
FYV,36.005094,-94.170059
FZG,31.6839046,-83.2709036
FZI,41.1908333,-83.3930833
FZO,51.519444,-2.590833
GAD,33.9726489,-86.0890834
GAE,33.876919,10.103333
GAF,34.422022,8.822503
GAH,-25.61528,151.62083
GAI,39.1006,-77.09576
GAJ,38.411894,140.371331
GAL,64.736178,-156.937417
GAM,63.7668,-171.733
GAN,-0.693342,73.1556
GAO,20.085419,-75.158328
GAQ,16.248433,-0.005456
GAS,-0.468611,39.649444
GAU,26.106092,91.585939
GAX,-2.71016,9.96062
GAY,24.744308,84.951175
GBB,40.826667,47.7125
GBE,-24.555225,25.918208
GBJ,15.86875,-61.270022
GBK,7.767,-12.383
GBN,38.344167,-98.859167
GBT,36.909381,54.401339
GBZ,-36.1429,175.2819
GCC,44.3489167,-105.5393611
GCI,49.434956,-2.601969
GCJ,-25.986267,28.140061
GCK,37.927528,-100.724417
GCM,19.292778,-81.35775
GCN,35.9523611,-112.1469722
GCW,35.5925,-113.4859
GDA,9.272222,21.197222
GDE,5.935128,43.578567
GDL,20.5218,-103.311167
GDN,54.377569,18.466222
GDQ,12.5199,37.434047
GDT,21.4445,-71.1423
GDV,47.138611,-104.807222
GDW,43.9705893,-84.47502
GDX,59.910989,150.720439
GDZ,44.56666667,38.01666667
GEA,-22.258278,166.472806
GED,38.689194,-75.358889
GEG,47.619861,-117.533833
GEL,-28.281683,-54.169139
GEN,60.1939,11.1004
GEO,6.498553,-58.254119
GER,21.834689,-82.783819
GES,6.106439,125.2353
GET,-28.7961,114.707
GEU,33.5269167,-112.2951389
GEV,67.132408,20.814636
GEX,-38.225,144.333
GFF,-34.2508,146.067
GFK,47.949256,-97.176111
GFL,43.341222,-73.610305
GFN,-29.7594,153.03
GFR,48.883057,-1.564167
GFY,-19.602167,18.122667
GGE,33.3114018,-79.3203139
GGG,32.384014,-94.711486
GGR,8.24,48.29
GGS,-48.7831,-70.15
GGT,23.562631,-75.877958
GGW,48.2125,-106.615
GHA,32.384106,3.794114
GHB,25.284706,-76.331011
GHE,8.06,-78.36
GHF,49.648131,9.966494
GHG,42.09825,-70.6721389
GHT,25.145564,10.142647
GHU,-33.010278,-58.613056
GIB,36.151219,-5.349664
GIC,-9.23278,142.218
GIF,28.062778,-81.753333
GIG,-22.808903,-43.243647
GIL,35.918786,74.333644
GIS,-38.663333,177.978333
GIU,7.57212,80.43412
GIZ,16.901111,42.585833
GJA,16.445367,-85.906611
GJL,36.795136,5.873608
GJR,65.995278,-21.326944
GJT,39.122413,-108.526735
GKA,-6.081689,145.391881
GKE,50.960817,6.042422
GKK,0.7308,73.433
GKL,-23.186,150.943
GKN,62.154888,-145.456639
GKY,32.6638611,-97.0942778
GLA,55.871944,-4.433056
GLD,39.370621,-101.698992
GLF,8.653775,-83.180544
GLH,33.4829,-90.9856
GLI,-29.675,151.69
GLJ,2.17,-75.67
GLK,6.78083,47.4547
GLO,51.894167,-2.167222
GLQ,55.8622,-4.2512
GLS,29.265322,-94.860406
GLT,-23.8697,151.223
GLV,64.550556,-163.007222
GMA,3.235369,19.771258
GMB,8.128764,34.563131
GME,52.527022,31.016692
GMI,-6.27111,150.331
GML,50.603611,30.191944
GMP,37.558311,126.790586
GMR,-23.079861,-134.890333
GMZ,28.0296,-17.2146
GNA,53.602,24.0538
GNB,45.362944,5.329375
GND,12.004247,-61.786192
GNI,22.673853,121.466481
GNM,-14.216667,-42.783333
GNS,1.166381,97.704681
GNT,35.167286,-107.901989
GNU,59.1175,-161.5775
GNV,29.690056,-82.271778
GNY,37.45,38.9
GNZ,-21.6925,21.6581
GOA,44.413333,8.8375
GOB,6.733333,44.266667
GOH,64.190922,-51.678064
GOI,15.380833,73.831422
GOJ,56.230119,43.784042
GOM,-1.670814,29.238464
GON,41.330056,-72.045139
GOP,26.739708,83.449708
GOQ,34.633,98.867
GOR,8.167,35.55
GOT,57.662836,12.279819
GOU,9.335892,13.370103
GOV,-12.2694,136.818
GOY,7.337081,81.625881
GOZ,43.151444,25.712889
GPA,38.151111,21.425556
GPB,-25.383333,-51.45
GPI,2.570133,-77.8986
GPS,-0.453758,-90.265914
GPT,30.407278,-89.070111
GPZ,47.211111,-93.509722
GQQ,40.7533889,-82.7238056
GRB,44.485072,-88.129589
GREN,12.050773,-61.754982
GRF,47.079217,-122.580783
GRI,40.9675,-98.3096
GRJ,-34.005553,22.378889
GRK,31.06725,-97.828917
GRM,47.8383333,-90.3829444
GRND,37.184055,-3.60916
GRO,41.900969,2.760547
GRP,-11.728889,-49.068889
GRQ,53.11972,6.579444
GRR,42.880833,-85.522806
GRS,42.759747,11.071897
GRU,-23.432075,-46.469511
GRV,43.2981,45.7841
GRW,39.092169,-28.029847
GRX,37.188731,-3.777356
GRY,66.5547,-18.0175
GRZ,46.991067,15.439628
GSB,35.339383,-77.960589
GSE,57.774722,11.870372
GSM,26.9487,56.2688
GSO,36.09775,-79.937306
GSP,34.895556,-82.218889
GSQ,22.5806,28.7207
GSS,-24.9415,31.4446
GST,58.4253,-135.707
GTA,-8.75,158.2
GTB,44.055619,-75.719458
GTE,-13.975,136.46
GTF,47.482,-111.370689
GTI,54.383333,13.325278
GTN,-43.764999,170.133333
GTO,0.637119,122.849858
GTR,33.450333,-88.591361
GTU,30.678809,-97.6793837
GUA,14.583272,-90.527475
GUB,28.0261,-114.024
GUC,38.533889,-106.933056
GUI,10.574078,-62.312667
GUL,-34.8103,149.726
GUM,13.48345,144.795983
GUP,35.511058,-108.789308
GUQ,9.026944,-69.75515
GUR,-10.3115,150.334
GUS,40.648094,-86.152119
GUT,51.922833,8.306333
GUW,47.121944,51.821389
GVA,46.238064,6.10895
GVL,34.272627,-83.8302233
GVQ,43.03175,-78.1696667
GVR,-18.8952,-41.9822
GVT,33.067839,-96.065333
GVX,60.593333,16.951389
GWD,25.233308,62.329494
GWE,-19.436394,29.861911
GWL,26.293336,78.227753
GWO,33.494328,-90.084706
GWT,54.91325,8.340472
GWW,52.475,13.139
GWY,53.300175,-8.941592
GXF,15.966111,48.7883
GXG,-7.754506,15.287728
GXH,34.4909,102.3719
GXQ,-45.594211,-72.106133
GYA,-10.8206,-65.3456
GYD,40.4675,50.046667
GYE,-2.157419,-79.883558
GYI,-1.677203,29.258875
GYL,-16.6369,128.451
GYM,27.968983,-110.925169
GYN,-16.632033,-49.220686
GYS,32.3911,105.702
GYU,36.078611,106.216667
GYY,41.6163,-87.4128
GZA,31.246389,34.276111
GZM,36.027222,14.272778
GZO,-8.09778,156.864
GZP,36.2993,32.3014
GZS,22.990081,113.270631
GZT,36.947183,37.478683
HAA,70.486675,22.139744
HAC,33.115,139.785833
HAD,56.691128,12.820211
HAE,38.00543,125.77863
HAH,-11.533661,43.27185
HAJ,52.461056,9.685078
HAK,19.934856,110.458961
HAM,53.630389,9.988228
HAN,21.221192,105.807178
HAQ,6.74423,73.1705
HAS,27.437917,41.686292
HAU,59.345267,5.208364
HAV,22.989153,-82.409086
HBA,-42.836111,147.510278
HBE,30.917669,29.696408
HBG,31.2649444,-89.2528889
HBR,34.991308,-99.051353
HBRG,40.26223,-76.878709
HBT,27.900917,45.528194
HBX,15.3617,75.0849
HCC,42.2913,-73.7103
HCN,22.041075,120.730208
HCQ,-18.233889,127.669722
HCR,62.1883,-159.775
HDB,49.393333,8.6525
HDD,25.3181,68.3661
HDF,53.878706,14.152347
HDG,36.524,114.43
HDH,21.579475,-158.197281
HDI,35.2199994,-84.832369
HDM,34.869167,48.5525
HDN,40.481181,-107.21766
HDO,29.3591,-99.1775
HDS,-24.368642,31.048744
